metric,src_layer,tgt_layer,sdc_group,task_count,macro_mean_value,task_std_value
l2_distance,24,25,non_sdc,9,3.1045029844233385,1.7205718695410905
l2_distance,24,25,non_significant_sdc,9,3.165172486600412,1.6664008015057206
l2_distance,24,25,significant_sdc,9,2936363385278032.0,8804741020752542.0
l2_distance,25,26,non_sdc,9,3.754779760056514,2.2405024164524003
l2_distance,25,26,non_significant_sdc,9,3.7362927645841912,2.155887692294056
l2_distance,25,26,significant_sdc,9,3004067518833662.0,8903465257567537.0
l2_distance,26,27,non_sdc,9,5.7110162292739215,3.818328164425587
l2_distance,26,27,non_significant_sdc,9,5.927261930709367,3.8533490029661914
l2_distance,26,27,significant_sdc,9,51459888617105.25,94848392509204.25
l2_distance,27,28,non_sdc,3,1.0596908432533665,0.3337351359260669
l2_distance,27,28,non_significant_sdc,3,1.2640773184362157,0.13551055797609687
l2_distance,27,28,significant_sdc,3,2.2131485262366204,0.234196344032438
l2_distance,28,29,non_sdc,3,1.1432464708975565,0.32430619595578836
l2_distance,28,29,non_significant_sdc,3,1.2348025110211385,0.12323446310526442
l2_distance,28,29,significant_sdc,3,2.3123583597852098,0.460013930240541
l2_distance,29,30,non_sdc,3,1.1130964433979476,0.29283783991025425
l2_distance,29,30,non_significant_sdc,3,1.350348297133258,0.14872570846010033
l2_distance,29,30,significant_sdc,3,2.5167747669013667,0.31199380223949097
l2_distance,30,31,non_sdc,3,1.1451643539702299,0.2479125379763943
l2_distance,30,31,non_significant_sdc,3,1.539353669768493,0.30151571586586234
l2_distance,30,31,significant_sdc,3,2.765079887898009,0.8717779497890549
